LEAID,LEA_NAME,SCHID,SCH_NAME,CITY,COMBOKEY,NMCNTY,LOCALE,LAT,LON
622710,Los Angeles Unified,2990,Encino Charter Elementary,Encino,62271002990,Los Angeles County,11,34.16225,-118.502459
622710,Los Angeles Unified,3062,George Ellery Hale Charter Academy,Woodland Hills,62271003062,Los Angeles County,11,34.177193,-118.645593
622710,Los Angeles Unified,3065,Hamlin Charter Academy,West Hills,62271003065,Los Angeles County,11,34.189621,-118.619993
622710,Los Angeles Unified,3111,Justice Street Academy Charter,West Hills,62271003111,Los Angeles County,11,34.215519,-118.635655
622710,Los Angeles Unified,3113,Kenter Canyon Elementary Charter,Los Angeles,62271003113,Los Angeles County,11,34.070732,-118.489069
622710,Los Angeles Unified,3119,Knollwood Preparatory Academy,Granada Hills,62271003119,Los Angeles County,11,34.28541,-118.493101
622710,Los Angeles Unified,3141,Lockhurst Drive Charter Elementary,Woodland Hills,62271003141,Los Angeles County,11,34.183449,-118.647135
622710,Los Angeles Unified,3170,Marquez Charter,Pacific Palisades,62271003170,Los Angeles County,11,34.045734,-118.547722
622710,Los Angeles Unified,3187,Robert A. Millikan Affiliated Charter & Perf Arts Magnet Mid,Sherman Oaks,62271003187,Los Angeles County,11,34.16277,-118.427765
622710,Los Angeles Unified,3210,Nestle Avenue Charter,Tarzana,62271003210,Los Angeles County,11,34.161944,-118.53061
622710,Los Angeles Unified,3225,Alfred B. Nobel Charter Middle,Northridge,62271003225,Los Angeles County,11,34.251477,-118.553004
622710,Los Angeles Unified,3252,Open Charter Magnet,Los Angeles,62271003252,Los Angeles County,11,33.968073,-118.377599
622710,Los Angeles Unified,3260,Palisades Charter Elementary,Pacific Palisades,62271003260,Los Angeles County,11,34.0456,-118.5272
622710,Los Angeles Unified,3281,Plainview Academic Charter Academy,Tujunga,62271003281,Los Angeles County,11,34.265786,-118.29887
622710,Los Angeles Unified,3286,Pomelo Community Charter,West Hills,62271003286,Los Angeles County,11,34.209471,-118.642959
622710,Los Angeles Unified,3289,Gaspar De Portola Charter Middle,Tarzana,62271003289,Los Angeles County,11,34.16742,-118.542515
622710,Los Angeles Unified,3301,Reseda Charter High,Reseda,62271003301,Los Angeles County,11,34.189985,-118.530262
622710,Los Angeles Unified,3302,Paul Revere Charter Middle,Los Angeles,62271003302,Los Angeles County,11,34.056227,-118.495058
622710,Los Angeles Unified,3311,Riverside Drive Charter,Sherman Oaks,62271003311,Los Angeles County,11,34.158008,-118.417486
622710,Los Angeles Unified,3343,Serrania Avenue Charter For Enriched Studies,Woodland Hills,62271003343,Los Angeles County,11,34.160419,-118.587992
622710,Los Angeles Unified,3351,Sherman Oaks Elementary Charter,Sherman Oaks,62271003351,Los Angeles County,11,34.149872,-118.455602
622710,Los Angeles Unified,3381,Superior Street Elementary,Chatsworth,62271003381,Los Angeles County,11,34.247639,-118.574997
622710,Los Angeles Unified,3385,Sylmar Charter High,Sylmar,62271003385,Los Angeles County,11,34.307211,-118.441848
622710,Los Angeles Unified,3387,Taft Charter High,Woodland Hills,62271003387,Los Angeles County,11,34.169068,-118.571336
622710,Los Angeles Unified,3401,Topanga Elementary Charter,Topanga,62271003401,Los Angeles County,41,34.0921,-118.6039
622710,Los Angeles Unified,3402,Topeka Charter School For Advanced Studies,Northridge,62271003402,Los Angeles County,11,34.248202,-118.546631
622710,Los Angeles Unified,3413,University High School Charter,Los Angeles,62271003413,Los Angeles County,11,34.045564,-118.460961
622710,Los Angeles Unified,3419,Van Gogh Charter,Granada Hills,62271003419,Los Angeles County,11,34.305225,-118.506022
622710,Los Angeles Unified,3448,Welby Way Charter Elem Sch And Gifted-High Ability Magnet,West Hills,62271003448,Los Angeles County,11,34.191576,-118.638242
622710,Los Angeles Unified,3459,Westwood Charter Elementary,Los Angeles,62271003459,Los Angeles County,11,34.047358,-118.429953
622710,Los Angeles Unified,3462,Wilbur Charter For Enriched Academics,Tarzana,62271003462,Los Angeles County,11,34.165166,-118.545065
622710,Los Angeles Unified,3472,Woodlake Elementary Community Charter,Woodland Hills,62271003472,Los Angeles County,11,34.175874,-118.633272
622710,Los Angeles Unified,3473,Woodland Hills Elementary Charter For Enriched Studies,Woodland Hills,62271003473,Los Angeles County,11,34.159029,-118.610473
622710,Los Angeles Unified,7521,Haynes Charter For Enriched Studies,West Hills,62271007521,Los Angeles County,11,34.190312,-118.648241
622710,Los Angeles Unified,10839,Dr. Theodore T. Alexander Jr. Science Center,Los Angeles,62271010839,Los Angeles County,11,34.01711,-118.283865
622710,Los Angeles Unified,11654,Hesby Oaks Leadership Charter,Encino,62271011654,Los Angeles County,11,34.161734,-118.4732
622710,Los Angeles Unified,12217,Enadia Way Technology Charter,West Hills,62271012217,Los Angeles County,11,34.199704,-118.627351
624000,Mark West Union Elementary,1766,John B. Riebli Elementary,Santa Rosa,62400001766,Sonoma County,21,38.500803,-122.742258
624000,Mark West Union Elementary,3611,San Miguel Elementary,Santa Rosa,62400003611,Sonoma County,21,38.514153,-122.759531
624000,Mark West Union Elementary,11479,Mark West Charter,Santa Rosa,62400011479,Sonoma County,21,38.502088,-122.75917
624090,Marysville Joint Unified,8671,Marysville Charter Academy for the Arts,Marysville,62409008671,Yuba County,22,39.156756,-121.58714
626370,Mt. Diablo Unified,8688,Eagle Peak Montessori,Walnut Creek,62637008688,Contra Costa County,13,37.9117,-122.0111
626400,Mount Pleasant Elementary,1486,Ida Jew Academies,San Jose,62640001486,Santa Clara County,11,37.346,-121.7991
627030,New Jerusalem Elementary,10391,Delta Charter,Tracy,62703010391,San Joaquin County,41,37.667944,-121.324145
627030,New Jerusalem Elementary,12204,New Jerusalem,Tracy,62703012204,San Joaquin County,41,37.667944,-121.324145
627030,New Jerusalem Elementary,13736,Delta Home Charter,Tracy,62703013736,San Joaquin County,41,37.667944,-121.324145
627030,New Jerusalem Elementary,13884,Delta Bridges Charter,Stockton,62703013884,San Joaquin County,11,38.009267,-121.30148
627030,New Jerusalem Elementary,14175,Delta Keys Charter,Tracy,62703014175,San Joaquin County,41,37.667944,-121.324145
627030,New Jerusalem Elementary,14183,Delta Charter Online,Tracy,62703014183,San Joaquin County,41,37.667944,-121.324145
627120,Newcastle Elementary,11001,Newcastle Charter,Newcastle,62712011001,Placer County,41,38.871389,-121.136828
627780,Nuview Union,10350,Nuview Bridge Early College High,Nuevo,62778010350,Riverside County,21,33.829246,-117.128808
627840,Oak Grove Union Elementary,4226,Oak Grove Elementary/Willowside Middle,Santa Rosa,62784004226,Sonoma County,41,38.438585,-122.805549
628320,Old Adobe Union,4385,Miwok Valley Elementary Charter,Petaluma,62832004385,Sonoma County,13,38.2363,-122.6113
628320,Old Adobe Union,4386,Old Adobe Elementary Charter,Petaluma,62832004386,Sonoma County,41,38.262,-122.5981
628320,Old Adobe Union,7455,Sonoma Mountain Elementary,Petaluma,62832007455,Sonoma County,13,38.2676,-122.6296
628320,Old Adobe Union,13259,Loma Vista Immersion Academy,Petaluma,62832013259,Sonoma County,13,38.2557,-122.627
628650,Orange Unified,4426,El Rancho Charter,Anaheim,62865004426,Orange County,11,33.8568,-117.7672
628710,Orcutt Union Elementary,12315,Orcutt Academy Charter,Orcutt,62871012315,Santa Barbara County,22,34.8622,-120.4409
629430,Pacific Union Elementary,11947,Trillium Charter,Arcata,62943011947,Humboldt County,33,40.889702,-124.086804
629490,Pajaro Valley Unified,4554,Alianza Charter,Watsonville,62949004554,Santa Cruz County,41,36.960615,-121.731545
629490,Pajaro Valley Unified,8364,Pacific Coast Charter,Watsonville,62949008364,Santa Cruz County,13,36.939516,-121.76868
629490,Pajaro Valley Unified,8366,Diamond Technology Institute,Watsonville,62949008366,Santa Cruz County,13,36.923704,-121.773162
629490,Pajaro Valley Unified,9599,Linscott Charter,Watsonville,62949009599,Santa Cruz County,13,36.91048,-121.750063
629490,Pajaro Valley Unified,10413,Watsonville Charter School of the Arts,Watsonville,62949010413,Santa Cruz County,41,36.959731,-121.733557
629550,Palm Springs Unified,4562,Cielo Vista Charter,Palm Springs,62955004562,Riverside County,21,33.813408,-116.500945
629580,Palmdale Elementary,14567,Palmdale Academy Charter,Palmdale,62958014567,Los Angeles County,21,34.572348,-118.060197
629790,Paradise Elementary,11813,Paradise Charter,Modesto,62979011813,Stanislaus County,41,37.62449,-121.055054
630180,Perris Elementary,8940,Innovative Horizons Charter,Perris,63018008940,Riverside County,21,33.8,-117.2341
630210,Perris Union High,11184,California Military Institute,Perris,63021011184,Riverside County,21,33.791769,-117.23426
630230,Petaluma City Elementary,4722,Penngrove Elementary,Penngrove,63023004722,Sonoma County,41,38.300754,-122.667959
630250,Petaluma Joint Union High,4716,Mary Collins Charter School at Cherry Valley,Petaluma,63025004716,Sonoma County,13,38.243633,-122.655713
630250,Petaluma Joint Union High,13937,Petaluma Accelerated Charter,Petaluma,63025013937,Sonoma County,13,38.244612,-122.632933
630510,Pioneer Union Elementary,4741,Pioneer Elementary,Hanford,63051004741,Kings County,41,36.346429,-119.709456
630510,Pioneer Union Elementary,10226,Pioneer Middle,Hanford,63051010226,Kings County,13,36.369034,-119.647752
630510,Pioneer Union Elementary,12323,Frontier Elementary,Hanford,63051012323,Kings County,41,36.345329,-119.687754
630750,Placer Union High,14310,Maidu Virtual Charter Academy,Auburn,63075014310,Placer County,31,38.89608,-121.068531
630930,Pleasant Ridge Union Elementary,14123,Arete Charter Academy,Grass Valley,63093014123,Nevada County,41,39.074122,-121.112523
631320,Pomona Unified,4864,La Verne Science and Technology Charter,Pomona,63132004864,Los Angeles County,21,34.085983,-117.753087
631320,Pomona Unified,12112,School of Extended Educational Options,Pomona,63132012112,Los Angeles County,21,34.061924,-117.723215
632040,Redding Elementary,14118,Stellar Charter,Redding,63204014118,Shasta County,13,40.530902,-122.372627
632640,Rincon Valley Union Elementary,5077,Binkley Elementary Charter,Santa Rosa,63264005077,Sonoma County,12,38.4739,-122.6631
632640,Rincon Valley Union Elementary,5079,Manzanita Elementary Charter,Santa Rosa,63264005079,Sonoma County,12,38.4373,-122.6704
632640,Rincon Valley Union Elementary,5080,Whited Elementary Charter,Santa Rosa,63264005080,Sonoma County,12,38.4653,-122.6622
632640,Rincon Valley Union Elementary,5083,Village Elementary Charter,Santa Rosa,63264005083,Sonoma County,12,38.4454,-122.6751
632640,Rincon Valley Union Elementary,11481,Spring Lake Charter,Santa Rosa,63264011481,Sonoma County,12,38.444004,-122.666108
633210,Roberts Ferry Union Elementary,12712,Roberts Ferry Charter School Academy,Waterford,63321012712,Stanislaus County,42,37.637903,-120.619186
633840,Sacramento City Unified,5224,Bowling Green Elementary,Sacramento,63384005224,Sacramento County,21,38.502139,-121.459467
633840,Sacramento City Unified,5261,New Joseph Bonnheim (NJB) Community Charter,Sacramento,63384005261,Sacramento County,11,38.533337,-121.418249
633840,Sacramento City Unified,11194,The MET,Sacramento,63384011194,Sacramento County,11,38.56731,-121.50135
633840,Sacramento City Unified,11195,George Washington Carver School of Arts and Science,Sacramento,63384011195,Sacramento County,13,38.564742,-121.316463
633840,Sacramento City Unified,11196,New Technology High,Sacramento,63384011196,Sacramento County,11,38.518504,-121.503673
633900,Salida Union Elementary,12472,Independence Charter,Modesto,63390012472,Stanislaus County,12,37.695843,-121.058015
634620,San Juan Unified,8284,San Juan Choices Charter,Sacramento,63462008284,Sacramento County,21,38.604858,-121.358951
634740,San Lorenzo Valley Unified,2797,SLVUSD Charter,Ben Lomond,63474002797,Santa Cruz County,22,37.084672,-122.074799
635250,Sanger Unified,7967,Hallmark Charter,Sanger,63525007967,Fresno County,31,36.7026,-119.5716
635250,Sanger Unified,8474,Quail Lake Environmental Charter,Clovis,63525008474,Fresno County,21,36.794545,-119.598285
635250,Sanger Unified,8475,Sanger Academy Charter,Sanger,63525008475,Fresno County,31,36.702421,-119.568502
635310,Santa Ana Unified,14192,Advanced Learning Academy,Santa Ana,63531014192,Orange County,11,33.745285,-117.863637
635600,Santa Cruz City High,6664,Delta Charter,Aptos,63560006664,Santa Cruz County,22,36.985,-121.9256
635810,Santa Rosa Elementary,6119,Santa Rosa French-American Charter (SRFACS),Santa Rosa,63581006119,Sonoma County,12,38.4414,-122.6973
635810,Santa Rosa Elementary,11850,Santa Rosa Charter School for the Arts,Santa Rosa,63581011850,Sonoma County,12,38.4469,-122.7143
635810,Santa Rosa Elementary,13339,Cesar Chavez Language Academy,Santa Rosa,63581013339,Sonoma County,12,38.4252,-122.7462
635830,Santa Rosa High,11482,Santa Rosa Accelerated Charter,Santa Rosa,63583011482,Sonoma County,12,38.4812,-122.6709
636360,Sequoia Union Elementary,6193,Sequoia Elementary Charter,Lemon Cove,63636006193,Tulare County,42,36.375753,-119.037091
636660,Shiloh Elementary,12799,Shiloh Charter,Modesto,63666012799,Stanislaus County,41,37.609338,-121.115668
637350,South Bay Union Elementary,12891,South Bay Charter,Eureka,63735012891,Humboldt County,33,40.734838,-124.208164
637380,South Bay Union,6320,Imperial Beach Charter,Imperial Beach,63738006320,San Diego County,21,32.578847,-117.119463
637380,South Bay Union,6321,Nestor Language Academy Charter,San Diego,63738006321,San Diego County,11,32.570262,-117.083037
638010,Stockton Unified,6427,Nightingale Charter,Stockton,63801006427,San Joaquin County,11,37.919404,-121.25516
638010,Stockton Unified,11780,Pittman Charter,Stockton,63801011780,San Joaquin County,11,37.962038,-121.283774
638010,Stockton Unified,12446,Stockton Early College Academy,Stockton,63801012446,San Joaquin County,11,37.966748,-121.289662
638010,Stockton Unified,12644,Health Careers Academy,Stockton,63801012644,San Joaquin County,11,37.965564,-121.281758
638010,Stockton Unified,12846,Pacific Law Academy,Stockton,63801012846,San Joaquin County,11,37.983498,-121.325201
638280,Summerville Union High,10707,Connections Visual and Performing Arts Academy,Tuolumne,63828010707,Tuolumne County,41,37.961514,-120.255415
639930,Tulare Joint Union High,4203,Sierra Vista Charter High,Tulare,63993004203,Tulare County,22,36.211241,-119.347793
639930,Tulare Joint Union High,13976,Accelerated Charter High,Tulare,63993013976,Tulare County,41,36.251957,-119.31002
640230,Twin Hills Union Elementary,6653,Twin Hills Charter Middle,Sebastopol,64023006653,Sonoma County,21,38.379651,-122.836264
640230,Twin Hills Union Elementary,8651,Orchard View,Sebastopol,64023008651,Sonoma County,41,38.388829,-122.852421
640230,Twin Hills Union Elementary,10687,Sunridge Charter,Sebastopol,64023010687,Sonoma County,21,38.39333,-122.822948
640380,Union Hill Elementary,6681,Union Hill Elementary Charter School,Grass Valley,64038006681,Nevada County,32,39.205315,-121.037797
640590,Vacaville Unified,2846,Buckingham Collegiate Charter Academy,Vacaville,64059002846,Solano County,23,38.35832,-121.983426
640590,Vacaville Unified,6701,Fairmont Charter Elementary,Vacaville,64059006701,Solano County,23,38.3455,-121.9677
640590,Vacaville Unified,14015,Ernest Kimme Charter Academy for Independent Learning,Vacaville,64059014015,Solano County,23,38.347903,-121.989585
640740,Vallejo City Unified,12088,Vallejo Charter,Vallejo,64074012088,Solano County,12,38.108702,-122.213896
641040,Victor Elementary,7280,Sixth Street Prep,Victorville,64104007280,San Bernardino County,21,34.534344,-117.297319
641040,Victor Elementary,8587,Mountain View Montessori Charter,Victorville,64104008587,San Bernardino County,21,34.478821,-117.293342
641160,Visalia Unified,8424,Charter Home School Academy,Visalia,64116008424,Tulare County,12,36.31959,-119.29399
641160,Visalia Unified,11823,Visalia Charter Independent Study,Visalia,64116011823,Tulare County,12,36.321703,-119.312905
641160,Visalia Unified,12503,Visalia Technical Early College,Visalia,64116012503,Tulare County,12,36.311851,-119.340985
641160,Visalia Unified,14140,Global Learning Charter,Visalia,64116014140,Tulare County,12,36.35356,-119.302635
641580,Washington Unified,12111,Washington Middle College High,West Sacramento,64158012111,Yolo County,13,38.597546,-121.534169
642060,West Park Elementary,3032,West Park Charter Academy,Fresno,64206003032,Fresno County,41,36.694154,-119.854179
642330,Wheatland,11548,Wheatland Charter Academy,Beale AFB,64233011548,Yuba County,42,39.102295,-121.334456
643080,Woodland Joint Unified,12745,Science & Technology Academy at Knights Landing,Knights Landing,64308012745,Yolo County,42,38.7983,-121.7205
643200,Wright Elementary,7016,Wright Charter,Santa Rosa,64320007016,Sonoma County,21,38.419797,-122.773702
643560,Yucaipa-Calimesa Joint Unified,12910,Competitive Edge Charter Academy (CECA),Yucaipa,64356012910,San Bernardino County,21,34.043711,-117.053098
691002,Butte County Office of Education,5704,Hearthstone,Oroville,69100205704,Butte County,32,39.525727,-121.578368
691002,Butte County Office of Education,14048,Come Back Butte Charter,Oroville,69100214048,Butte County,32,39.505374,-121.553443
691005,Contra Costa County Office of Education,10472,Golden Gate Community,Pittsburg,69100510472,Contra Costa County,21,38.003832,-121.874314
691006,El Dorado County Office of Education,1981,Charter Community School Home Study Academy,Placerville,69100601981,El Dorado County,41,38.721656,-120.867054
691006,El Dorado County Office of Education,2957,Rite of Passage,Yerington,69100602957,Lyon County,42,39.08338,-119.219083
691006,El Dorado County Office of Education,12762,Charter Alternative Program (CAP),El Dorado,69100612762,El Dorado County,31,38.68081,-120.834688
691008,Glenn County Office of Education,8479,William Finch,Orland,69100808479,Glenn County,32,39.748438,-122.174692
691010,Imperial County Office of Education,14014,Imperial Pathways Charter,El Centro,69101014014,Imperial County,22,32.752093,-115.563759
691012,Kern County Office of Education,8491,Valley Oaks Charter,Bakersfield,69101208491,Kern County,11,35.39148,-119.019534
691017,Madera County Superintendent of Schools,10539,Pioneer Technical Center,Madera,69101710539,Madera County,13,36.952874,-120.033994
691017,Madera County Superintendent of Schools,12301,Madera County Independent Academy,Madera,69101712301,Madera County,13,36.952975,-120.037103
691018,Marin County Office of Education,4617,Phoenix Academy,San Rafael,69101804617,Marin County,13,38.013828,-122.550273
691020,Merced County Office of Education,10960,Merced Scholars Charter,Merced,69102010960,Merced County,13,37.294539,-120.509284
691020,Merced County Office of Education,14312,Come Back Charter,Merced,69102014312,Merced County,13,37.331709,-120.47362
691021,Monterey County Office of Education,8529,Monterey County Home Charter,Salinas,69102108529,Monterey County,12,36.65341,-121.63976
691023,Nevada County Office of Education,11839,Forest Charter,Nevada City,69102311839,Nevada County,32,39.255671,-121.023752
691023,Nevada County Office of Education,11877,Twin Ridges Home Study Charter,Nevada City,69102311877,Nevada County,32,39.248031,-121.016376
691023,Nevada County Office of Education,11975,Bitney Prep High,Grass Valley,69102311975,Nevada County,32,39.232894,-121.042034
691025,Placer County Office of Education,13072,Placer County Pathways Charter,Auburn,69102513072,Placer County,31,38.906532,-121.08124
691026,Riverside County Office of Education,13694,Come Back Kids,Riverside,69102613694,Riverside County,11,33.9789,-117.3805
691032,San Luis Obispo County Office of Education,11281,Grizzly ChalleNGe Charter,San Luis Obispo,69103211281,San Luis Obispo County,23,35.324192,-120.729577
691035,Santa Clara County Office of Education,14054,Opportunity Youth Academy,San Jose,69103514054,Santa Clara County,11,37.383643,-121.900494
691036,Santa Cruz County Office of Education,14200,Santa Cruz County Career Advancement Charter,Freedom,69103614200,Santa Cruz County,23,36.938322,-121.771636
691042,Sutter County Office of Education,14475,Pathways Charter Academy,Yuba City,69104214475,Sutter County,13,39.1382,-121.653
691043,Tehama County Department of Education,10442,Lincoln Street,Red Bluff,69104310442,Tehama County,32,40.178311,-122.245492
691045,Tulare County Office of Education,8660,La Sierra High,Visalia,69104508660,Tulare County,12,36.340985,-119.273706
691045,Tulare County Office of Education,12387,University Preparatory High,Visalia,69104512387,Tulare County,12,36.324068,-119.317547
691048,Yuba County Office of Education,5572,Yuba County Career Preparatory Charter,Marysville,69104805572,Yuba County,22,39.147149,-121.591962
691051,Alameda County Office of Education,14090,Opportunity Academy,Hayward,69105114090,Alameda County,21,37.658477,-122.098334
691052,Mono County Office of Education,12994,Urban Corps of San Diego County Charter,San Diego,69105212994,San Diego County,11,32.755363,-117.203442
691063,Del Norte County Office of Education,8694,Castle Rock,Crescent City,69106308694,Del Norte County,33,41.767978,-124.210961
